Timestamp,Flow Duration,Protocol,Src IP,Dst IP,Src Port,Dst Port,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Label
28/02/2018 14:03:40,425323,6,192.168.1.38,10.0.0.5,28336,443,8,0,3656,0,Benign
28/02/2018 14:03:42,949143,6,192.168.1.10,10.0.0.5,49258,443,6,7,1806,3535,Benign
28/02/2018 14:03:44,1341513,6,192.168.1.46,10.0.0.5,46966,443,3,5,1425,1825,Benign
28/02/2018 14:03:46,1202176,6,192.168.1.36,10.0.0.5,7154,443,1,3,377,2175,Benign
28/02/2018 14:03:48,255440,6,192.168.1.34,10.0.0.5,16030,443,7,1,903,458,Benign
28/02/2018 14:03:50,74574,6,192.168.1.11,10.0.0.5,37362,443,7,9,1680,3780,Benign
28/02/2018 14:03:52,5453015,6,192.168.1.46,10.0.0.5,28315,443,7,3,560,1815,Benign
28/02/2018 14:03:54,4439291,6,192.168.1.23,10.0.0.5,25970,443,1,6,435,1626,Benign
28/02/2018 14:03:56,1314251,6,192.168.1.11,10.0.0.5,10153,443,3,7,930,1365,Benign
28/02/2018 14:03:58,843445,6,192.168.1.39,10.0.0.5,59793,443,8,1,536,313,Benign
28/02/2018 14:04:00,1876452,6,192.168.1.47,10.0.0.5,33586,443,3,9,297,3897,Benign
28/02/2018 14:04:02,894074,6,192.168.1.24,10.0.0.5,15085,443,4,3,1560,1473,Benign
28/02/2018 14:04:04,438919,6,192.168.1.13,10.0.0.5,33461,443,6,6,426,3678,Benign
28/02/2018 14:04:06,205094,6,192.168.1.14,10.0.0.5,11451,443,4,2,1832,782,Benign
28/02/2018 14:04:08,17099067,6,192.168.1.44,10.0.0.5,4719,443,9,6,855,1992,Benign
28/02/2018 14:04:10,2311344,6,192.168.1.11,10.0.0.5,64956,443,3,6,795,5226,Benign
28/02/2018 14:04:12,1028456,6,192.168.1.46,10.0.0.5,14517,443,8,8,1864,3080,Benign
28/02/2018 14:04:14,3287417,6,192.168.1.34,10.0.0.5,44310,443,8,3,3472,1026,Benign
28/02/2018 14:04:16,2482404,6,192.168.1.23,10.0.0.5,62755,443,4,7,608,6272,Benign
28/02/2018 14:04:18,4494333,6,192.168.1.29,10.0.0.5,48063,443,6,6,762,5058,Benign
28/02/2018 14:04:20,5969401,6,192.168.1.29,10.0.0.5,53799,443,6,0,972,0,Benign
28/02/2018 14:04:22,73011,6,192.168.1.26,10.0.0.5,50448,443,7,0,2352,0,Benign
28/02/2018 14:04:24,3872441,6,192.168.1.43,10.0.0.5,44970,443,3,2,1221,788,Benign
28/02/2018 14:04:26,1074319,6,192.168.1.22,10.0.0.5,23803,443,6,1,1416,683,Benign
28/02/2018 14:04:28,6388531,6,192.168.1.49,10.0.0.5,7910,443,9,1,4167,536,Benign
28/02/2018 14:04:30,600617,6,192.168.1.48,10.0.0.5,31164,443,3,6,705,5238,Benign
28/02/2018 14:04:32,684389,6,192.168.1.25,10.0.0.5,41354,443,6,2,954,260,Benign
28/02/2018 14:04:34,1001514,6,192.168.1.22,10.0.0.5,52005,443,6,3,2244,2715,Benign
28/02/2018 14:04:36,2639937,6,192.168.1.43,10.0.0.5,37230,443,3,0,1437,0,Benign
28/02/2018 14:04:38,1743782,6,192.168.1.28,10.0.0.5,11647,443,3,1,966,794,Benign
28/02/2018 14:04:40,2601247,6,192.168.1.19,10.0.0.5,5370,443,9,3,3861,2193,Benign
28/02/2018 14:04:42,4234706,6,192.168.1.21,10.0.0.5,12336,443,4,0,688,0,Benign
28/02/2018 14:04:44,2893381,6,192.168.1.38,10.0.0.5,46176,443,7,1,1547,485,Benign
28/02/2018 14:04:46,1372038,6,192.168.1.29,10.0.0.5,16234,443,5,6,390,1818,Benign
28/02/2018 14:04:48,3174827,6,192.168.1.22,10.0.0.5,48416,443,8,2,2152,872,Benign
28/02/2018 14:04:50,498915,6,192.168.1.27,10.0.0.5,51679,443,6,3,960,921,Benign
28/02/2018 14:04:52,743622,6,192.168.1.26,10.0.0.5,37527,443,2,1,636,685,Benign
28/02/2018 14:04:54,1153777,6,192.168.1.18,10.0.0.5,4380,443,2,3,562,1752,Benign
28/02/2018 14:04:56,184230,6,192.168.1.24,10.0.0.5,33815,443,4,9,1632,8640,Benign
28/02/2018 14:04:58,8315597,6,192.168.1.35,10.0.0.5,49719,443,4,8,1744,5000,Benign
28/02/2018 14:05:00,2123410,6,192.168.1.46,10.0.0.5,36084,443,7,0,1743,0,Benign
28/02/2018 14:05:02,721056,6,192.168.1.19,10.0.0.5,10043,443,4,0,600,0,Benign
28/02/2018 14:05:04,3895615,6,192.168.1.34,10.0.0.5,61847,443,5,7,2110,1897,Benign
28/02/2018 14:05:06,1233943,6,192.168.1.30,10.0.0.5,10270,443,4,9,860,558,Benign
28/02/2018 14:05:08,2098154,6,192.168.1.25,10.0.0.5,31285,443,9,5,1089,1540,Benign
28/02/2018 14:05:10,5609228,6,192.168.1.45,10.0.0.5,35813,443,8,4,2704,2544,Benign
28/02/2018 14:05:12,186772,6,192.168.1.16,10.0.0.5,6551,443,7,8,2667,6784,Benign
28/02/2018 14:05:14,238109,6,192.168.1.22,10.0.0.5,1380,443,5,4,2050,3632,Benign
28/02/2018 14:05:16,2078102,6,192.168.1.21,10.0.0.5,4106,443,5,0,1575,0,Benign
28/02/2018 14:05:18,2967530,6,192.168.1.10,10.0.0.5,32201,443,7,7,1995,6888,Benign
28/02/2018 14:05:20,382553,6,192.168.1.43,10.0.0.5,38258,443,6,2,2562,276,Benign
28/02/2018 14:05:22,1887035,6,192.168.1.27,10.0.0.5,19521,443,6,7,2070,4767,Benign
28/02/2018 14:05:24,3710112,6,192.168.1.47,10.0.0.5,11602,443,6,7,1356,5446,Benign
28/02/2018 14:05:26,154622,6,192.168.1.43,10.0.0.5,27023,443,5,6,1370,5574,Benign
28/02/2018 14:05:28,11373068,6,192.168.1.11,10.0.0.5,50482,443,5,5,1415,3740,Benign
28/02/2018 14:05:30,200601,6,192.168.1.14,10.0.0.5,55937,443,2,4,714,3064,Benign
28/02/2018 14:05:32,10091140,6,192.168.1.22,10.0.0.5,46734,443,5,9,800,4887,Benign
28/02/2018 14:05:34,6694127,6,192.168.1.12,10.0.0.5,51706,443,7,6,2387,2406,Benign
28/02/2018 14:05:36,3709268,6,192.168.1.36,10.0.0.5,54392,443,1,0,104,0,Benign
28/02/2018 14:05:38,288932,6,192.168.1.27,10.0.0.5,4252,443,6,3,1878,1815,Benign
28/02/2018 14:05:40,635134,6,192.168.1.46,10.0.0.5,12794,443,4,1,1420,182,Benign
28/02/2018 14:05:42,7808659,6,192.168.1.25,10.0.0.5,58127,443,7,8,2198,2208,Benign
28/02/2018 14:05:44,947888,6,192.168.1.37,10.0.0.5,34228,443,5,8,1395,1856,Benign
28/02/2018 14:05:46,6315201,6,192.168.1.16,10.0.0.5,8780,443,1,7,409,2359,Benign
28/02/2018 14:05:48,955784,6,192.168.1.40,10.0.0.5,33091,443,9,6,3573,2364,Benign
28/02/2018 14:05:50,3223318,6,192.168.1.24,10.0.0.5,18249,443,2,8,272,6936,Benign
28/02/2018 14:05:52,757916,6,192.168.1.29,10.0.0.5,9996,443,4,9,1160,522,Benign
28/02/2018 14:05:54,305382,6,192.168.1.16,10.0.0.5,26172,443,2,5,916,475,Benign
28/02/2018 14:05:56,449001,6,192.168.1.14,10.0.0.5,62801,443,5,4,1690,3592,Benign
28/02/2018 14:05:58,4813322,6,192.168.1.35,10.0.0.5,54545,443,5,9,1420,3213,Benign
28/02/2018 14:06:00,175619,6,192.168.1.20,10.0.0.5,32604,443,3,7,471,2520,Benign
28/02/2018 14:06:02,2842836,6,192.168.1.42,10.0.0.5,30678,443,3,2,807,374,Benign
28/02/2018 14:06:04,6406946,6,192.168.1.14,10.0.0.5,39492,443,2,8,628,920,Benign
28/02/2018 14:06:06,2589859,6,192.168.1.27,10.0.0.5,17944,443,4,4,1748,1076,Benign
28/02/2018 14:06:08,5245240,6,192.168.1.16,10.0.0.5,64690,443,3,4,942,2236,Benign
28/02/2018 14:06:10,2258018,6,192.168.1.39,10.0.0.5,43586,443,5,6,1085,5064,Benign
28/02/2018 14:06:12,2495224,6,192.168.1.28,10.0.0.5,2215,443,6,0,2652,0,Benign
28/02/2018 14:06:14,3252142,6,192.168.1.19,10.0.0.5,39563,443,6,3,2994,2793,Benign
28/02/2018 14:06:16,1117506,6,192.168.1.37,10.0.0.5,59694,443,2,9,338,3870,Benign
28/02/2018 14:06:18,8111019,6,192.168.1.38,10.0.0.5,49790,443,6,1,1734,166,Benign
28/02/2018 14:06:20,4441780,6,192.168.1.27,10.0.0.5,34553,443,6,7,1812,2744,Benign
28/02/2018 14:06:22,1088649,6,192.168.1.22,10.0.0.5,24296,443,9,0,693,0,Benign
28/02/2018 14:06:24,14473937,6,192.168.1.34,10.0.0.5,65344,443,2,4,440,1384,Benign
28/02/2018 14:06:26,1324007,6,192.168.1.33,10.0.0.5,6204,443,8,7,2280,651,Benign
28/02/2018 14:06:28,1355148,6,192.168.1.30,10.0.0.5,23730,443,2,2,458,740,Benign
28/02/2018 14:06:30,1116377,6,192.168.1.12,10.0.0.5,62710,443,8,9,1064,756,Benign
28/02/2018 14:06:32,5760134,6,192.168.1.28,10.0.0.5,49611,443,2,5,900,2075,Benign
28/02/2018 14:06:34,4801187,6,192.168.1.15,10.0.0.5,62448,443,7,6,3353,4836,Benign
28/02/2018 14:06:36,6134163,6,192.168.1.37,10.0.0.5,1956,443,9,4,1449,3836,Benign
28/02/2018 14:06:38,2351527,6,192.168.1.26,10.0.0.5,62069,443,8,5,1832,2995,Benign
28/02/2018 14:06:40,5042220,6,192.168.1.25,10.0.0.5,60402,443,6,7,984,5691,Benign
28/02/2018 14:06:42,3058989,6,192.168.1.19,10.0.0.5,35679,443,8,0,2872,0,Benign
28/02/2018 14:06:44,296114,6,192.168.1.33,10.0.0.5,64484,443,2,0,574,0,Benign
28/02/2018 14:06:46,1474733,6,192.168.1.12,10.0.0.5,20163,443,4,2,312,1622,Benign
28/02/2018 14:06:48,7393391,6,192.168.1.45,10.0.0.5,24598,443,8,8,3760,1160,Benign
28/02/2018 14:06:50,958933,6,192.168.1.20,10.0.0.5,53809,443,3,7,978,3689,Benign
28/02/2018 14:06:52,5476039,6,192.168.1.22,10.0.0.5,14398,443,7,8,2401,7504,Benign
28/02/2018 14:06:54,674697,6,192.168.1.47,10.0.0.5,7943,443,1,7,107,3864,Benign
28/02/2018 14:06:56,8984117,6,192.168.1.16,10.0.0.5,64340,443,3,8,315,7824,Benign
28/02/2018 14:06:58,927888,6,192.168.1.12,10.0.0.5,9891,443,4,6,644,2832,Benign
28/02/2018 14:07:00,856202,6,192.168.1.12,10.0.0.5,37599,443,2,3,190,540,Benign
28/02/2018 14:07:02,4569694,6,192.168.1.40,10.0.0.5,9674,443,1,2,62,1730,Benign
28/02/2018 14:07:04,11080102,6,192.168.1.15,10.0.0.5,24568,443,8,8,3768,1656,Benign
28/02/2018 14:07:06,6416489,6,192.168.1.23,10.0.0.5,34401,443,2,5,968,1780,Benign
28/02/2018 14:07:08,16588316,6,192.168.1.40,10.0.0.5,39661,443,5,1,1305,828,Benign
28/02/2018 14:07:10,1000827,6,192.168.1.11,10.0.0.5,46073,443,8,6,896,4344,Benign
28/02/2018 14:07:12,988955,6,192.168.1.32,10.0.0.5,15172,443,6,3,2160,390,Benign
28/02/2018 14:07:14,321290,6,192.168.1.12,10.0.0.5,41505,443,9,5,2736,2705,Benign
28/02/2018 14:07:16,3671276,6,192.168.1.17,10.0.0.5,42437,443,9,9,495,7443,Benign
28/02/2018 14:07:18,454773,6,192.168.1.15,10.0.0.5,17362,443,6,7,1932,4725,Benign
28/02/2018 14:07:20,2198746,6,192.168.1.12,10.0.0.5,42803,443,7,2,2912,716,Benign
28/02/2018 14:07:22,6262803,6,192.168.1.39,10.0.0.5,42455,443,9,4,612,1740,Benign
28/02/2018 14:07:24,2175169,6,192.168.1.43,10.0.0.5,39178,443,3,9,858,2196,Benign
28/02/2018 14:07:26,203156,6,192.168.1.13,10.0.0.5,17816,443,6,6,2370,4512,Benign
28/02/2018 14:07:28,328161,6,192.168.1.20,10.0.0.5,51173,443,1,8,280,2344,Benign
28/02/2018 14:07:30,5983749,6,192.168.1.34,10.0.0.5,42361,443,2,2,416,780,Benign
28/02/2018 14:07:32,5163963,6,192.168.1.45,10.0.0.5,57734,443,6,6,1338,4884,Benign
28/02/2018 14:07:34,1443588,6,192.168.1.10,10.0.0.5,60230,443,6,0,1176,0,Benign
28/02/2018 14:07:36,2917491,6,192.168.1.28,10.0.0.5,5889,443,8,5,3760,3840,Benign
28/02/2018 14:07:38,21260,6,192.168.1.13,10.0.0.5,5119,443,6,5,1830,3975,Benign
28/02/2018 14:07:40,85863,6,192.168.1.49,10.0.0.5,45900,443,1,5,260,3600,Benign
28/02/2018 14:07:42,1407290,6,192.168.1.16,10.0.0.5,15600,443,5,9,670,594,Benign
28/02/2018 14:07:44,1249153,6,192.168.1.27,10.0.0.5,47938,443,9,8,2061,1328,Benign
28/02/2018 14:07:46,277689,6,192.168.1.24,10.0.0.5,30069,443,3,9,249,7164,Benign
28/02/2018 14:07:48,9294627,6,192.168.1.18,10.0.0.5,53617,443,4,3,1668,2328,Benign
28/02/2018 14:07:50,5410709,6,192.168.1.16,10.0.0.5,61494,443,7,4,875,2308,Benign
28/02/2018 14:07:52,2263468,6,192.168.1.30,10.0.0.5,12613,443,8,6,1936,2154,Benign
28/02/2018 14:07:54,4320983,6,192.168.1.18,10.0.0.5,18048,443,5,5,1455,2125,Benign
28/02/2018 14:07:56,10698956,6,192.168.1.46,10.0.0.5,37207,443,4,3,1932,1086,Benign
28/02/2018 14:07:58,3856732,6,192.168.1.24,10.0.0.5,6721,443,4,1,1184,322,Benign
28/02/2018 14:08:00,1671146,6,192.168.1.43,10.0.0.5,11856,443,8,4,968,3544,Benign
28/02/2018 14:08:02,211087,6,192.168.1.35,10.0.0.5,57249,443,7,7,2807,1869,Benign
28/02/2018 14:08:04,4246280,6,192.168.1.27,10.0.0.5,32084,443,1,8,351,832,Benign
28/02/2018 14:08:06,2429189,6,192.168.1.31,10.0.0.5,20832,443,2,0,928,0,Benign
28/02/2018 14:08:08,1720804,6,192.168.1.37,10.0.0.5,20675,443,1,0,465,0,Benign
28/02/2018 14:08:10,3206304,6,192.168.1.23,10.0.0.5,9395,443,9,2,675,428,Benign
28/02/2018 14:08:12,1197401,6,192.168.1.15,10.0.0.5,35248,443,1,2,336,910,Benign
28/02/2018 14:08:14,9149826,6,192.168.1.16,10.0.0.5,45439,443,3,3,708,336,Benign
28/02/2018 14:08:16,1479375,6,192.168.1.46,10.0.0.5,21106,443,9,4,3915,624,Benign
28/02/2018 14:08:18,1369486,6,192.168.1.39,10.0.0.5,51108,443,2,1,362,329,Benign
28/02/2018 14:08:20,248597,6,192.168.1.31,10.0.0.5,41741,443,3,2,195,148,Benign
28/02/2018 14:08:22,8118163,6,192.168.1.40,10.0.0.5,20915,443,8,1,2064,381,Benign
28/02/2018 14:08:24,2673927,6,192.168.1.18,10.0.0.5,53998,443,7,0,1127,0,Benign
28/02/2018 14:08:26,2157865,6,192.168.1.47,10.0.0.5,13051,443,8,0,3032,0,Benign
28/02/2018 14:08:28,3300166,6,192.168.1.15,10.0.0.5,39937,443,6,7,384,567,Benign
28/02/2018 14:08:30,56369,6,192.168.1.12,10.0.0.5,59548,443,6,7,2652,4725,Benign
28/02/2018 14:08:32,641758,6,192.168.1.28,10.0.0.5,36631,443,2,2,898,206,Benign
28/02/2018 14:08:34,8804147,6,192.168.1.44,10.0.0.5,45463,443,7,7,1666,2079,Benign
28/02/2018 14:08:36,2347022,6,192.168.1.33,10.0.0.5,12979,443,3,9,561,495,Benign
28/02/2018 14:08:38,1073114,6,192.168.1.33,10.0.0.5,45521,443,1,0,70,0,Benign
28/02/2018 14:08:40,4064696,6,192.168.1.25,10.0.0.5,48988,443,9,5,1251,3180,Benign
